id;the_geom;TYPE;Usage;Scale;Category
Buildings.11;MULTIPOLYGON (((769458.4603565193 2957971.423553392, 769469.14898345 2957969.604331314, 769474.8422135273 2957968.6351731396, 769485.5308404412 2957966.8159510614, 769491.4688206917 2957965.8051263047, 769502.1577756841 2957963.9855761384, 769508.1282361915 2957962.9695020635, 769518.8168631049 2957961.1502799666, 769524.9083863634 2957960.113536633, 769535.5970132799 2957958.29431456, 769541.7505442791 2957957.247072562, 769552.4391711963 2957955.427522391, 769553.812528029 2957955.193927065, 769547.459850446 2957917.870182818, 769448.0456791978 2957934.791408812, 769448.4721875208 2957937.2953408025, 769432.3006319407 2957939.9987474773, 769436.7566597777 2957966.653877897, 769453.0066272769 2957963.9373478945, 769454.1529504353 2957970.6722425567, 769454.3983567816 2957972.1148249805, 769458.4603565193 2957971.423553392)));BLDG;O;M;O
Buildings.12;MULTIPOLYGON (((770299.6473224473 2958015.0573243983, 770407.5289964384 2957939.1398253087, 770407.9702685182 2957938.829458475, 770412.6477526136 2957935.5377983893, 770381.2459125223 2957890.9145280565, 770373.6452059447 2957896.2632706463, 770373.3922536958 2957895.904019378, 770373.0477661958 2957895.4141909704, 770362.4401758615 2957880.3404022297, 770362.0464758596 2957879.781348231, 770370.0084021994 2957874.1786691397, 770369.9529561116 2957874.09992914, 770323.7673529376 2957808.46849872, 770309.845464782 2957818.2653951487, 770275.6906774498 2957769.7303872244, 770279.5226907722 2957767.03354223, 770267.8179897815 2957750.4007014767, 770263.9859764428 2957753.097546476, 770252.8160512759 2957735.6215315596, 770251.4807521121 2957733.532296896, 770243.968299941 2957721.7790395604, 770240.0454075193 2957715.6419127225, 770240.4194225215 2957713.6455256417, 770240.5926505197 2957711.621251478, 770240.563451111 2957709.5900875647, 770240.3318242746 2957707.5720469747, 770239.9000666162 2957705.5871428084, 770239.2727712692 2957703.655060047, 770238.4558437779 2957701.795155637, 770237.611685365 2957700.298767549, 770237.4578142753 2957700.02580222, 770236.2885252689 2957698.3647163045, 770234.9591316151 2957696.82863015, 770233.4834127717 2957695.432635557, 770231.876132518 2957694.1905120583, 770230.15271078 2957693.1150548896, 770228.330864026 2957692.216762714, 770226.4286368655 2957691.504165728, 770224.4647300263 2957690.984809806, 770222.4588285241 2957690.663944303, 770220.4309454411 2957690.5445219716, 770218.4010938575 2957690.6278551365, 770216.3899430189 2957690.9129595566, 770214.417177945 2957691.397210548, 770212.5024836077 2957692.0756868874, 770210.5474350309 2957693.4516684026, 770195.7557979387 2957672.432353475, 770151.2004408538 2957703.78629339, 770153.8221547769 2957707.5116796438, 770139.2313046916 2957717.7793756393, 770163.271610946 2957751.941708894, 770168.3132675294 2957748.394143801, 770171.7256622766 2957753.2432154724, 770165.1095337722 2957757.8990460606, 770164.3218056855 2957759.1519963117, 770163.7597989454 2957760.521088058, 770163.4402457793 2957761.9662951315, 770163.37233253 2957763.444966717, 770163.5580276845 2957764.9134677174, 770163.9924100202 2957766.32881923, 770168.5918102732 2957772.8645673012, 770168.4835427692 2957772.940682647, 770178.9651491052 2957787.835665967, 770148.9681618507 2957808.944875735, 770177.7801121037 2957849.8877072227, 770163.8470691142 2957859.6921495683, 770241.1316914407 2957969.516733063, 770245.372168527 2957975.542639635, 770263.0742328606 2957963.085643564, 770266.3038851921 2957967.6748732296, 770277.4820124368 2957983.5593558857, 770279.2339774391 2957986.049836465, 770280.9777403622 2957988.5268656425, 770296.2365681102 2958010.2102212245, 770299.3185829377 2958014.5907898946, 770299.6473224473 2958015.0573243983)));BLDG;O;L;O
Buildings.13;MULTIPOLYGON (((769410.9893228564 2957965.4196283943, 769387.0546594402 2957898.5532923006, 769352.9881265329 2957903.645145637, 769334.2024029365 2957790.7536391458, 769332.3129710256 2957791.3035068, 769204.282715277 2957828.5619624634, 769195.1249251969 2957831.2269833963, 769209.165251448 2957913.880361394, 769226.4578677722 2958015.6774018854, 769242.3298832782 2958012.986134302, 769264.6044450251 2958009.2092389734, 769369.4933428615 2957991.4248257247, 769393.8249871156 2957987.299177815, 769401.2163765272 2957986.045899477, 769417.0700193655 2957983.3579127146, 769417.3935095234 2957983.309684475, 769416.9610956912 2957982.1013535494, 769410.9893228564 2957965.4196283943)));BLDG;O;L;O
Buildings.14;MULTIPOLYGON (((765607.8880051961 2958082.041114314, 765611.8752019395 2958076.162517133, 765625.1753721982 2958056.5516639776, 765629.2245766988 2958050.580875395, 765634.2196454398 2958043.2157326466, 765640.7255379425 2958033.6229040623, 765645.5378642691 2958036.8866770603, 765661.0525970327 2958047.4086376405, 765668.8698386105 2958035.8820858863, 765673.1943050198 2958029.5057863155, 765676.0932493655 2958025.231188565, 765676.6729726037 2958024.376531483, 765665.2015388601 2958016.5963633102, 765656.3587087713 2958010.5989999697, 765659.2277975245 2958006.368365391, 765663.7113843551 2957999.7574862204, 765666.3426126975 2957995.878228882, 765669.1113079496 2957991.795231801, 765674.959065274 2957983.1728737163, 765683.1992062781 2957971.0232917224, 765695.7867795238 2957979.560348137, 765730.4067890217 2958003.039631888, 765748.6246003669 2958015.3949221433, 765778.580905273 2958035.711482559, 765787.2823314362 2958022.88145572, 765793.8456385301 2958013.203981632, 765797.8393969396 2958007.314885815, 765805.834459693 2957995.5265235584, 765810.5755919381 2957988.535723898, 765815.8377205296 2957980.7768811462, 765818.2337131051 2957977.2440798082, 765830.7668245275 2957985.744062815, 765833.2786305266 2957987.4477995685, 765839.3580146877 2957991.570494721, 765853.9616600282 2957970.037401301, 765854.8458446123 2957968.733598138, 765849.1896879395 2957964.8979758876, 765848.7021561122 2957964.566939809, 765848.015477689 2957964.101061477, 765834.0230516067 2957954.6115791346, 765835.6660929484 2957952.1890118117, 765836.622783943 2957950.778253483, 765843.3488203605 2957940.860950467, 765848.1431021086 2957933.7917389004, 765856.6824551079 2957921.200884803, 765861.5059362787 2957924.472203732, 765861.9603316948 2957924.780273972, 765862.0512107781 2957924.8419536278, 765871.3822288524 2957931.1703530513, 765875.9609598524 2957934.275661804, 765877.1289365295 2957935.0676549803, 765877.2316266164 2957934.91608048, 765883.5505116126 2957925.599169962, 765888.2991897765 2957918.597215471, 765892.9445216946 2957911.747819716, 765892.2220821998 2957911.257991318, 765885.8142866045 2957906.911871382, 765883.59644328 2957905.407609313, 765879.8162671048 2957902.8439661395, 765872.3195629431 2957897.759986808, 765875.2814992812 2957893.392869554, 765882.1495957838 2957883.265593232, 765881.0505166046 2957882.5201878957, 765872.583013862 2957876.777417233, 765874.5734954494 2957873.8420556406, 765871.3687774389 2957871.668831645, 765869.3782958542 2957874.6038651494, 765861.9481926135 2957869.564833222, 765859.5453102747 2957867.935243312, 765845.673946946 2957888.3882863894, 765845.0177802732 2957889.3558041416, 765841.1293366125 2957895.089388479, 765837.9784242809 2957899.7353765517, 765837.6559183599 2957900.210769311, 765826.1031199398 2957917.244855966, 765807.0021082767 2957945.409169718, 765806.3698916885 2957946.3412544704, 765804.1467990297 2957949.6191350566, 765799.9758756027 2957955.769057139, 765779.7472415278 2957985.595769136, 765774.7177240256 2957993.0114367222, 765774.2882629492 2957992.720098711, 765770.2974572792 2957993.466488302, 765767.1386709381 2957994.0570383077, 765766.7538291957 2957994.6242943853, 765759.2013508548 2957989.5022573904, 765740.3979107749 2957976.7496582265, 765739.9605756869 2957976.453070892, 765741.7072913643 2957973.877616721, 765737.4901081913 2957971.0173862325, 765734.1626870201 2957968.7608290585, 765732.4159713549 2957971.33628322, 765731.8959592723 2957970.9835936413, 765722.4068050244 2957964.547910977, 765698.7329678545 2957948.492496887, 765708.7824884373 2957933.6746131442, 765712.8845143607 2957927.62672497, 765715.6587870292 2957923.5358538893, 765721.073146269 2957915.5522740576, 765731.4199103564 2957922.569648471, 765746.8936326957 2957899.754077314, 765730.6453056047 2957888.734414302, 765730.1466189475 2957888.396160399, 765730.5974054494 2957887.7314635455, 765726.4336998616 2957884.9073222284, 765724.7476796056 2957883.763951812, 765721.2207837704 2957881.37222431, 765721.1233430196 2957881.3059514756, 765720.75982669 2957881.8420396447, 765719.5134381056 2957880.996896981, 765708.8674620251 2957873.776767057, 765703.7519866974 2957870.3072858155, 765701.0039606981 2957874.3594430475, 765692.5912478562 2957886.7639457975, 765688.0994589484 2957893.3869640455, 765698.2470764372 2957900.269168131, 765686.0568121078 2957918.243541646, 765671.6624839447 2957939.467580557, 765668.920363442 2957943.5108795613, 765664.7569859488 2957949.6499748956, 765664.0486540215 2957950.694264142, 765646.9125334482 2957975.9609458856, 765646.36758703 2957976.76475006, 765644.3360950205 2957979.7601508903, 765640.735708522 2957985.068539232, 765629.4319253569 2958001.735828725, 765626.3289131984 2958006.3109508078, 765622.6159941102 2958011.7856773813, 765613.3889784381 2958025.3909651493, 765602.4342759405 2958041.543491881, 765602.0694472783 2958042.081548551, 765596.8726072753 2958049.744262893, 765596.2827134423 2958049.3443293124, 765590.7587743542 2958050.2757578883, 765589.7249837816 2958050.450298214, 765589.4438163642 2958050.8646674757, 765580.959253282 2958045.110413889, 765556.5547745228 2958028.5592658967, 765550.9757174408 2958024.7751527256, 765550.90780419 2958024.7295491407, 765545.8474468589 2958021.297469386, 765533.011514531 2958012.59210622, 765528.1047001941 2958009.2643569675, 765505.2970030305 2957993.7958839634, 765508.1513280278 2957989.587230977, 765510.380326197 2957986.3008202286, 765511.6122791034 2957984.4842228144, 765524.061401189 2957966.12861648, 765534.6033748548 2957973.278208484, 765550.1555091145 2957950.3464958067, 765548.2874026154 2957949.079766066, 765541.6197650294 2957944.5574653875, 765539.4760685262 2957943.1037281416, 765537.1949051027 2957941.556815216, 765533.4271961141 2957939.001374146, 765533.8904497774 2957938.317976563, 765533.0876298553 2957937.773358231, 765528.9380318518 2957934.959387485, 765525.7392193538 2957932.7897723946, 765524.4268860228 2957931.8996823076, 765523.9636323599 2957932.5830798913, 765506.7527087774 2957920.9105310566, 765491.2268211999 2957943.802873726, 765494.4154631044 2957945.965270983, 765501.4617088605 2957950.744132794, 765479.9998095196 2957983.440261647, 765478.7537490271 2957985.2975413976, 765475.201262698 2957990.5918221516, 765471.4102597696 2957996.2417452177, 765470.0398556896 2957998.284392055, 765457.253792019 2958017.3391439733, 765466.5785765196 2958023.596021217, 765464.1917702709 2958027.1531007276, 765466.1484592715 2958028.4660902256, 765468.8607241971 2958030.285640387, 765471.6031727786 2958026.198050136, 765479.5831436951 2958031.5526982252, 765479.9998095187 2958030.9316364834, 765479.999809518 2958031.137672805, 765486.8190216146 2958021.082902887, 765489.716325522 2958016.8112578974, 765493.2442056088 2958019.204297724, 765496.7812720241 2958021.6029149713, 765501.4827061883 2958024.791228815, 765503.4377547824 2958026.1173416306, 765511.1864269385 2958031.3722523823, 765516.1526243549 2958034.7406839663, 765522.5764960197 2958039.0976306354, 765522.7251177732 2958039.1980241355, 765522.9419808558 2958039.3453335543, 765522.175906273 2958040.4749244708, 765519.0164637731 2958045.1333797323, 765518.4688926949 2958045.941120891, 765514.8658815317 2958051.253774314, 765510.5309164395 2958057.6454938017, 765510.1450904453 2958058.214062223, 765509.0716017793 2958059.7970643067, 765511.9813728638 2958061.7704855623, 765532.5262792723 2958075.7038566484, 765535.7129526907 2958071.0050471476, 765538.2805328512 2958067.219293573, 765546.600070031 2958054.9525858006, 765548.327428774 2958056.123843304, 765558.9576568624 2958063.3331464753, 765568.9166264385 2958070.0873980527, 765570.9464780252 2958071.4640357113, 765573.4189140194 2958073.140869652, 765582.348358111 2958079.196959891, 765592.2869865308 2958085.9374319734, 765600.2912356098 2958091.3658988, 765601.1629530188 2958091.9571049768, 765604.2754796168 2958087.367875306, 765607.8880051961 2958082.041114314)));BLDG;R;M;R
Buildings.15;MULTIPOLYGON (((765933.230858445 2958192.766942717, 765944.3351669478 2958186.6042253906, 765952.455557525 2958182.097344634, 765955.6920996025 2958180.30141646, 765961.6966807691 2958176.969074047, 765970.9397725317 2958171.839163057, 765976.2796568569 2958168.875586317, 765984.016518027 2958164.5816316507, 765983.6789202694 2958163.9799268055, 765983.6159282792 2958163.867394224, 765983.5329231941 2958163.7197567215, 765978.5244030228 2958154.795561965, 765964.5920161897 2958129.9708084734, 765958.1510841837 2958118.494453469, 765955.2793707715 2958113.377337718, 765953.0907268544 2958109.4774111295, 765952.7659243663 2958108.899000234, 765948.0690833627 2958111.534821717, 765947.216066689 2958110.0151397255, 765946.1543890248 2958108.123411217, 765930.6032390314 2958080.4141490585, 765929.4178739494 2958078.301620468, 765928.7380852714 2958077.090664902, 765933.6819730267 2958074.3160641394, 765933.5428656953 2958074.068033142, 765930.9441176048 2958069.4377930607, 765927.8853966906 2958063.988000804, 765915.4126526121 2958041.763635814, 765914.9444776935 2958040.9299760647, 765890.4750384387 2958054.6632163087, 765890.8326492766 2958055.3003541306, 765903.2594616876 2958077.4430263923, 765904.9930540341 2958080.5319309677, 765906.1823561045 2958082.650693146, 765901.6826931986 2958085.1759505533, 765902.6216676997 2958086.8485193886, 765909.2555126844 2958098.669033809, 765912.7020281121 2958104.8100976357, 765921.9972851136 2958121.3720723945, 765927.2790986891 2958130.7834708947, 765931.5031716095 2958128.4127407162, 765935.5120218563 2958135.555771053, 765941.7423243535 2958146.656798719, 765943.829918607 2958150.3766075526, 765945.843037949 2958153.963542643, 765944.9739451851 2958154.4514025585, 765940.6386520278 2958156.88446855, 765936.8502737742 2958159.010448566, 765935.89456703 2958159.5468647955, 765909.719750615 2958174.2367960718, 765909.478937447 2958174.3719663857, 765912.1987482759 2958179.2180853095, 765912.6049154395 2958179.9418371455, 765909.3877302726 2958181.7472797194, 765908.9461301116 2958181.9949826375, 765911.8598381883 2958187.1865733117, 765913.9520256083 2958190.91458422, 765914.6544520255 2958190.520556133, 765917.2528720192 2958189.062225727, 765920.4221570194 2958194.708867976, 765921.4579161102 2958196.5543367285, 765922.4910505263 2958198.395212311, 765922.633110612 2958198.6484926543, 765933.230858445 2958192.766942717)));BLDG;R;M;R
Buildings.16;MULTIPOLYGON (((769700.5983236884 2958190.4657662227, 769975.2893753669 2958144.0672369744, 769975.5967894334 2958145.8877714, 769983.3477581906 2958144.5783908125, 769998.1183979369 2958142.083645142, 770040.6153601873 2958134.905181815, 770050.2177031944 2958133.283137808, 770088.0945959393 2958126.885512808, 770085.3249164366 2958110.4905324667, 770064.8003511898 2957988.9806048833, 770053.82596369 2957924.009278143, 770015.9333229373 2957930.4098558812, 769658.476688773 2957990.7890002276, 769678.3155598637 2958108.2392246476, 769678.8165431016 2958111.204769894, 769680.0626036084 2958118.58303597, 769682.6364173589 2958133.821194474, 769679.5478408652 2958134.342846972, 769689.3486742834 2958192.3663529777, 769700.5983236884 2958190.4657662227)));BLDG;O;L;O
Buildings.17;MULTIPOLYGON (((768469.7618746018 2958210.3971567973, 768504.312002362 2958204.765606387, 768515.1023351105 2958203.007079723, 768531.366410195 2958200.3561663874, 768546.7722192706 2958197.8450165587, 768554.4247630261 2958196.5976437144, 768552.6554096049 2958185.7423504707, 768589.243919106 2958179.7787797353, 768589.500152187 2958181.352267405, 768603.3994026025 2958179.0868519656, 768595.882685365 2958132.9701463156, 768581.3325176096 2958135.3415326513, 768581.65502353 2958137.320531309, 768573.1953947707 2958138.699465548, 768572.5369315293 2958134.6597754764, 768572.2298455252 2958134.7096441383, 768569.8538660262 2958135.097110554, 768545.1731411093 2958139.1197403, 768543.2676331111 2958127.428818805, 768541.0324013553 2958113.7149354857, 768543.4103493552 2958112.3674972206, 768544.9690732807 2958111.4842968886, 768543.3604806964 2958108.645063728, 768540.8988714379 2958104.3009123034, 768548.0727416122 2958100.235959808, 768553.2528493562 2958097.300926318, 768556.8033671986 2958103.5673179748, 768557.3906363536 2958104.6037332253, 768618.703833937 2958069.8620048016, 768621.5315841879 2958068.2599738957, 768624.2989671092 2958066.6917355624, 768669.0829982774 2958041.315802049, 768664.9471797807 2958034.0172602185, 768668.5997315209 2958031.9477105583, 768672.7634371079 2958029.5881352248, 768676.4668417715 2958027.4897142127, 768682.3139429381 2958024.1767287245, 768691.8477165266 2958047.3220236404, 768710.7308808569 2958093.165763972, 768713.6281847827 2958100.1995425536, 768715.6206348536 2958105.0368032306, 768717.0310651085 2958108.4610089804, 768729.1061721885 2958137.777223297, 768730.4362220328 2958141.0065475604, 768753.5296797742 2958131.4944274765, 768765.6074115201 2958126.5196998827, 768765.6208629472 2958126.5141224717, 768765.530640022 2958126.294962807, 768755.9722601925 2958103.0889724772, 768774.3879057774 2958095.503357721, 768780.8012787701 2958092.8619587994, 768770.4446721982 2958067.718308315, 768768.2478261883 2958068.623162129, 768760.3748104431 2958049.509355224, 768766.0985522709 2958047.151748383, 768761.4696245186 2958035.9139099717, 768757.6090679484 2958037.5041298787, 768751.1422173545 2958021.80403005, 768749.0841506122 2958022.6517973966, 768740.7285242674 2958002.36640489, 768746.5457698574 2957999.9700842183, 768742.0671042793 2957989.0960902264, 768738.4486731889 2957990.5865728105, 768731.9828068613 2957974.888441478, 768729.811223269 2957975.7827966367, 768726.0654958627 2957966.689310892, 768730.7193579391 2957964.772319969, 768716.8703042719 2957931.1500118948, 768712.58291127 2957933.526647549, 768696.1977734418 2957942.6096346434, 768698.124278769 2957947.287118732, 768689.7168152771 2957952.562042561, 768688.6784315278 2957950.0413783, 768654.8261370226 2957969.489830222, 768656.9767232675 2957973.7680368866, 768646.9396698623 2957979.4553614627, 768645.2424947765 2957976.460288716, 768644.5837034431 2957976.8333194745, 768634.8665312685 2957982.3395420644, 768636.5637063535 2957985.3346148105, 768634.8829354362 2957986.287040715, 768635.9652823679 2957988.1971418886, 768628.7484332776 2957992.286372557, 768628.6775672752 2957992.326726805, 768627.9662826083 2957992.7296131384, 768627.2618876853 2957993.129218636, 768626.5709441903 2957993.5202939804, 768616.5476702766 2957999.199744547, 768615.43842052 2957997.242071315, 768613.3593564489 2957998.419890471, 768611.6766170277 2957995.4497520644, 768601.8006525201 2958001.0458694664, 768603.4833919419 2958004.016007882, 768581.4361919474 2958016.50843698, 768579.5152640211 2958013.1183518916, 768568.5618738527 2958019.325032399, 768570.482801782 2958022.715117469, 768569.5900870283 2958023.2206938826, 768570.6878538589 2958025.158025981, 768551.1390084485 2958036.235103558, 768550.0888136942 2958034.3820888977, 768548.5359952741 2958035.2620083992, 768546.8808148652 2958032.341410566, 768535.9008499378 2958038.56285481, 768535.7148266877 2958038.6684976374, 768535.4809032693 2958038.8010433014, 768537.1357556155 2958041.721641134, 768535.1774261891 2958042.8312189686, 768530.968773186 2958045.216056716, 768528.5658908638 2958046.5776025644, 768528.1738312697 2958046.79971499, 768526.5330865243 2958043.903395302, 768525.3280364423 2958041.7770872256, 768522.7837501904 2958043.218685394, 768490.8304020336 2958061.324620308, 768492.0210164489 2958063.4256659746, 768482.665064021 2958068.7271645525, 768480.4984016861 2958064.3718583058, 768463.261231436 2958073.765868392, 768463.3327536157 2958074.1490697265, 768466.1073543568 2958089.045365399, 768472.6109502761 2958088.251731805, 768474.3878496131 2958097.9459381355, 768472.0896258666 2958097.984980059, 768473.5709221065 2958106.885224735, 768474.3980201931 2958111.8517502267, 768471.9751247754 2958112.2549646297, 768473.8494648649 2958123.514128476, 768476.2720321869 2958123.11091405, 768476.6253779399 2958125.2329570637, 768478.7677621086 2958124.8835482975, 768479.1532600225 2958127.2483729715, 768480.428191856 2958135.0692234715, 768480.1719587754 2958135.110890059, 768478.6854131973 2958135.3533436405, 768481.0056185279 2958149.587239049, 768478.1555586014 2958150.0518050613, 768479.4882331045 2958158.230922565, 768480.0167753551 2958161.470417395, 768482.8668352804 2958161.005851387, 768483.0797613576 2958162.3119511395, 768485.4563970263 2958161.924484728, 768487.0695827763 2958171.823086977, 768477.6158615212 2958173.364094385, 768474.2585847689 2958173.9113373905, 768471.1260451088 2958174.4218350616, 768468.165421113 2958174.904445645, 768463.5332125273 2958175.6593653806, 768460.7261315287 2958176.1167135546, 768456.8819791097 2958176.743352726, 768453.7733895174 2958177.249913395, 768449.8947883563 2958177.882129982, 768446.6707134398 2958178.4077194734, 768442.5309579379 2958179.0825868933, 768439.5542578539 2958179.5678221458, 768435.2366811951 2958180.271560895, 768432.6543372716 2958180.692491814, 768428.0083491958 2958181.4497081526, 768424.9929352722 2958181.9411769737, 768425.065113606 2958182.3844175595, 768425.4502834383 2958184.7459613895, 768422.2682032003 2958185.2646611445, 768421.9712877742 2958185.3115770454, 768421.6940573612 2958185.3581648897, 768423.6806019387 2958197.544492231, 768423.8922157 2958197.5097153937, 768424.4348655193 2958197.4214609712, 768427.436499939 2958196.932288721, 768429.7737656077 2958211.270514642, 768461.6870876101 2958206.068753392, 768462.7487652763 2958205.895853475, 768463.6450889407 2958211.39420205, 768464.3937751045 2958211.272155055, 768469.7618746018 2958210.3971567973)));BLDG;R;L;R
Buildings.18;MULTIPOLYGON (((769422.3813604433 2958234.540481226, 769419.03491044 2958214.7294972194, 769425.8196737759 2958213.583502144, 769426.0611431152 2958213.542819812, 769429.2812810239 2958232.60807039, 769429.4075931003 2958233.3538038097, 769429.7547052796 2958233.295076892, 769548.8332072814 2958213.1812719684, 769548.9772358541 2958214.033960559, 769628.9619840248 2958200.523488893, 769640.0889302796 2958198.6442275587, 769626.6896788649 2958119.318270721, 769623.6430970294 2958119.833033469, 769617.4613508575 2958083.2363219024, 769620.5578013514 2958082.713357061, 769607.1487074342 2958003.3286733055, 769585.4309031081 2958006.996973055, 769584.7914686961 2958003.2118756426, 769494.01704395 2958018.5448502307, 769494.7280005226 2958022.754815569, 769399.3627056923 2958038.8630510494, 769396.7810179456 2958039.2990738116, 769397.1327232732 2958041.383059139, 769398.524780855 2958049.623856307, 769390.7350982749 2958050.9394704686, 769390.4306369444 2958049.137636804, 769389.0185662817 2958040.776433054, 769374.7305371013 2958043.1898140605, 769376.3138672727 2958052.5628268137, 769362.7679626038 2958054.850879985, 769366.544857948 2958077.212055725, 769392.2866043613 2958229.608732571, 769406.4119041857 2958227.22291055, 769408.05658594 2958236.9597677225, 769422.3813604433 2958234.540481226)));BLDG;O;L;O
Buildings.19;MULTIPOLYGON (((765865.6834213582 2958200.024146058, 765864.306127519 2958197.510371566, 765862.0056071873 2958193.3112329654, 765858.892424435 2958187.6291577215, 765843.3586628577 2958159.27652414, 765838.5486331152 2958150.496686056, 765838.1913503573 2958149.844456386, 765837.9236343654 2958149.991109642, 765834.3186546861 2958151.9661713066, 765831.5263374454 2958146.8687405596, 765821.954506189 2958129.3983030636, 765819.9902712702 2958125.8133364744, 765825.1982661043 2958122.959995726, 765825.3167041988 2958122.8950352166, 765832.6218076949 2958118.8927466418, 765832.7976603659 2958118.796290149, 765850.1142267756 2958109.309104396, 765856.4757626051 2958105.82387514, 765856.527271688 2958105.7956599738, 765855.5013551118 2958103.922632231, 765854.3478141137 2958101.8173214835, 765854.0915810321 2958101.3494746266, 765853.2096930294 2958099.7398977946, 765848.352419273 2958090.8744299696, 765843.3796601911 2958081.797676472, 765842.7563018664 2958082.138883131, 765841.9249386938 2958082.594262809, 765836.851786109 2958085.374112889, 765834.1759384426 2958086.8399892347, 765833.5023833532 2958087.209082982, 765811.4788053622 2958099.275331806, 765808.5933124417 2958100.85570923, 765807.3761232807 2958101.5227026455, 765802.710122108 2958104.0791279804, 765792.7347483656 2958109.544340145, 765791.9365216043 2958109.981675218, 765791.485078946 2958110.229050048, 765782.2921839365 2958115.2657853956, 765782.71409911 2958116.0354688913, 765807.0513207779 2958160.4566398812, 765809.6113550233 2958165.129530795, 765811.0601710222 2958167.7738824734, 765812.2055099463 2958169.8647575458, 765812.6979630287 2958170.763049721, 765813.0509806876 2958170.5694805547, 765817.0972324483 2958168.3526214757, 765817.2104211906 2958168.5593139837, 765817.7009057698 2958169.4546533977, 765818.8052342696 2958171.471053556, 765834.631318107 2958200.356494467, 765835.8216044445 2958202.5290623135, 765836.4095297744 2958203.6022228883, 765836.5535583663 2958203.8653457332, 765832.8281721042 2958205.906680223, 765833.1700349461 2958206.530694717, 765834.7760028546 2958209.462119316, 765837.7714036865 2958214.929628052, 765837.8422696877 2958215.058564815, 765849.8908020268 2958237.05031873, 765851.0922431957 2958239.242899645, 765861.6890067763 2958233.4371369695, 765862.9855921115 2958235.8039301457, 765866.3802703634 2958233.944353796, 765865.16603394 2958231.728150884, 765875.6834013615 2958225.966023306, 765865.7352585212 2958207.8082512193, 765862.7628235223 2958202.3827371406, 765866.0029745261 2958200.60747823, 765865.6834213582 2958200.024146058)));BLDG;R;M;R
Buildings.20;MULTIPOLYGON (((765736.0832868514 2958259.5798012353, 765734.1213485303 2958252.5174793946, 765735.995032444 2958251.996811134, 765743.3657526096 2958249.949243057, 765740.0248800222 2958237.9240046437, 765758.7613911027 2958232.7186344704, 765762.1908461916 2958245.0630979687, 765772.9995516099 2958242.060151217, 765787.2547724408 2958238.0998573126, 765787.2006386983 2958237.905303891, 765786.5559549476 2958235.584442393, 765777.6934398568 2958203.6848998955, 765766.5366380208 2958163.5261875554, 765766.2167567775 2958163.614770052, 765748.3532754503 2958168.5776866344, 765747.6036050319 2958165.8788731336, 765736.1840084342 2958169.0514389714, 765724.639740201 2958172.2587816324, 765713.6673211919 2958175.307331983, 765714.3592489356 2958177.798140646, 765705.7204866853 2958180.198070227, 765701.0784356145 2958181.4880938996, 765714.7027521901 2958230.527693968, 765721.7657301887 2958255.9502153075, 765727.6407184468 2958254.31800072, 765729.6026567811 2958261.3803225607, 765736.0832868514 2958259.5798012353)));BLDG;R;M;R
